STATION,PARM,RESULT,YEAR
03007600602,CRUT,0.1670,2006
03007600602,CRUT,-0.3090,2006
03007700202,CRUT,0.8150,2006
03007700202,CRUT,1.0600,2006
03007700202,CRUT,0.8920,2006
03007700702,CRUT,0.9880,2006
03007700702,CRUT,1.5800,2006
03007700702,CRUT,2.1400,2006
03007701302,CRUT,-0.3060,2006
03007701302,CRUT,-0.0567,2006
03007702102,CRUT,0.0206,2006
03007702102,CRUT,1.1400,2006
03007702102,CRUT,-0.8850,2006
03007702802,CRUT,0.8920,2006
03007702802,CRUT,0.2620,2006
03007702902,CRUT,0.1720,2006
03007702902,CRUT,0.7500,2006
03007702902,CRUT,0.1780,2006
03007702902,CRUT,0.1570,2006
03007703402,CRUT,0.2080,2006
03007703402,CRUT,-0.0076,2006
03007703502,CRUT,0.2590,2006
03007703502,CRUT,0.4010,2006
03007703502,CRUT,0.0382,2006
03007703602,CRUT,-0.0300,2006
03007703602,CRUT,-0.0248,2006
03007703802,CRUT,0.5840,2006
03007703802,CRUT,0.4160,2006
03007703802,CRUT,0.3950,2006
03007703902,CRUT,4.2600,2006
03007703902,CRUT,3.4500,2006
03007703902,CRUT,6.0400,2006
03007704002,CRUT,0.0350,2006
03007704002,CRUT,0.4760,2006
03007704002,CRUT,0.1640,2006
03007704102,CRUT,0.5690,2006
03007704102,CRUT,0.2970,2006
03007704102,CRUT,0.3180,2006
04001000302,CRUT,-0.2870,2006
04001000302,CRUT,0.8290,2006
04001301602,CRUT,0.5550,2006
04001301602,CRUT,-0.1830,2006
04001301602,CRUT,0.3840,2006
04001301602,CRUT,0.9620,2006
04001301702,CRUT,-0.5310,2006
04001301702,CRUT,0.4540,2006
04001301702,CRUT,0.6010,2006
04001301702,CRUT,0.9480,2006
04001302502,CRUT,-0.0652,2006
04001302502,CRUT,0.3720,2006
04001302502,CRUT,0.4920,2006
04001302502,CRUT,-0.1370,2006
04001302702,CRUT,0.0278,2006
04001302702,CRUT,-0.0349,2006
04001302902,CRUT,0.1910,2006
04001302902,CRUT,0.6910,2006
04001302902,CRUT,0.8680,2006
04001302902,CRUT,1.2300,2006
04001303302,CRUT,2.7400,2006
04001303302,CRUT,1.1600,2006
04001303302,CRUT,2.4900,2006
04001304102,CRUT,0.4160,2006
04001304102,CRUT,0.0464,2006
04001304102,CRUT,-0.0926,2006
04001304102,CRUT,0.1710,2006
04001304202,CRUT,-0.4760,2006
04001304202,CRUT,0.6510,2006
04001304402,CRUT,-0.4530,2006
04001304402,CRUT,0.2840,2006
04001304402,CRUT,0.4560,2006
04001304402,CRUT,0.1990,2006
04001304702,CRUT,-0.0187,2006
04001304702,CRUT,1.2200,2006
04001304702,CRUT,0.6300,2006
04001304702,CRUT,0.6610,2006
04001305002,CRUT,0.4540,2006
04001305002,CRUT,0.3260,2006
04001305802,CRUT,0.8340,2006
04001305802,CRUT,0.8840,2006
04001305802,CRUT,0.9290,2006
04001305802,CRUT,1.2000,2006
04001306302,CRUT,0.4000,2006
04001306302,CRUT,0.7360,2006
04001306302,CRUT,0.5210,2006
04001306302,CRUT,0.6820,2006
04001306402,CRUT,0.1830,2006
04001306402,CRUT,0.5730,2006
04001306402,CRUT,0.5280,2006
04001306402,CRUT,0.4860,2006
04001306602,CRUT,0.3540,2006
04001306602,CRUT,0.3120,2006
04001306802,CRUT,0.6220,2006
04001307302,CRUT,0.5710,2006
04001307302,CRUT,1.4300,2006
04001307302,CRUT,0.8700,2006
04001307302,CRUT,1.2600,2006
04001308002,CRUT,0.0124,2006
04001308002,CRUT,0.9400,2006
04001308102,CRUT,0.7880,2006
04001308102,CRUT,3.5700,2006
04001308102,CRUT,1.7000,2006
04001308102,CRUT,0.1900,2006
04001308202,CRUT,0.1440,2006
04001308202,CRUT,0.3060,2006
04001308202,CRUT,1.2600,2006
04001308202,CRUT,-0.0737,2006
04001308302,CRUT,0.8270,2006
04001308302,CRUT,2.0500,2006
04001308302,CRUT,1.8400,2006
04001308302,CRUT,0.0731,2006
04001308602,CRUT,-0.2200,2006
04001308602,CRUT,0.2540,2006
04001308902,CRUT,0.0976,2006
04001308902,CRUT,-0.0782,2006
04001309002,CRUT,0.5470,2006
04001309002,CRUT,0.3700,2006
04001309102,CRUT,0.0666,2006
04001309202,CRUT,-0.3990,2006
04001309202,CRUT,0.3550,2006
04001309402,CRUT,-0.2130,2006
04001309402,CRUT,0.0663,2006
04001309502,CRUT,-0.3210,2006
04001309502,CRUT,0.9980,2006
04001309602,CRUT,0.8580,2006
04001309602,CRUT,0.1600,2006
04001309702,CRUT,0.1520,2006
04001309702,CRUT,0.2830,2006
04001309802,CRUT,-0.0730,2006
04001309802,CRUT,-0.2230,2006
04002700402,CRUT,-0.8870,2006
04002700402,CRUT,1.0600,2006
04002700402,CRUT,0.6660,2006
04002700402,CRUT,0.8330,2006
04002700702,CRUT,0.4470,2006
04002700702,CRUT,0.9610,2006
04002700702,CRUT,1.4100,2006
04002700702,CRUT,0.2830,2006
04002700802,CRUT,0.9200,2006
04002700802,CRUT,1.0500,2006
04002700802,CRUT,1.4300,2006
04002700802,CRUT,0.5870,2006
04002700902,CRUT,0.0123,2006
04002700902,CRUT,1.5600,2006
04002700902,CRUT,1.0200,2006
04002701202,CRUT,0.8580,2006
04002701202,CRUT,0.7590,2006
04002701202,CRUT,0.4760,2006
04002701202,CRUT,0.0871,2006
04002701502,CRUT,0.6330,2006
04002701502,CRUT,0.5850,2006
04002701502,CRUT,0.0797,2006
04002701502,CRUT,0.1380,2006
04002701602,CRUT,0.1750,2006
04002701602,CRUT,0.7510,2006
04002701602,CRUT,0.6210,2006
04002701602,CRUT,0.7020,2006
04002701702,CRUT,0.6480,2006
04002701702,CRUT,0.8600,2006
04002701702,CRUT,0.2420,2006
04002701702,CRUT,0.7460,2006
06000300102,CRUT,1.3700,2006
06000300102,CRUT,0.9830,2006
06000300102,CRUT,-0.2790,2006
06000300102,CRUT,0.1900,2006
06001400102,CRUT,0.6390,2006
06001400102,CRUT,0.0954,2006
06001700102,CRUT,-0.1120,2006
06001700102,CRUT,-0.0060,2006
06001700202,CRUT,-0.0374,2006
06001700202,CRUT,-0.0930,2006
06001700402,CRUT,0.4390,2006
06001700402,CRUT,0.5080,2006
06001700702,CRUT,1.0000,2006
06001700702,CRUT,0.6240,2006
06001700902,CRUT,1.7500,2006
06001700902,CRUT,0.6100,2006
06001701002,CRUT,0.8610,2006
06001701002,CRUT,0.9830,2006
06001701002,CRUT,0.6970,2006
06001701002,CRUT,0.6750,2006
06001701102,CRUT,0.7620,2006
06001701102,CRUT,1.1600,2006
06001701102,CRUT,0.3670,2006
06001701102,CRUT,0.9500,2006
06002400102,CRUT,-0.2790,2006
06002400102,CRUT,1.1200,2006
06002400102,CRUT,0.6820,2006
06002400102,CRUT,0.3200,2006
06006000402,CRUT,1.0900,2006
06006000402,CRUT,0.1150,2006
06006000402,CRUT,-0.2680,2006
06006000702,CRUT,0.8260,2006
06006000702,CRUT,0.6680,2006
06006000702,CRUT,0.0733,2006
06006000802,CRUT,0.4550,2006
06006000802,CRUT,0.3320,2006
06006000802,CRUT,0.1570,2006
06006100302,CRUT,12.7000,2006
06006100302,CRUT,18.0000,2006
06006100302,CRUT,9.7900,2006
06006300102,CRUT,0.9260,2006
06006300102,CRUT,0.0774,2006
06006300102,CRUT,0.4980,2006
06006301002,CRUT,0.6410,2006
06006301002,CRUT,0.1450,2006
06006301102,CRUT,0.7050,2006
06006301102,CRUT,0.3320,2006
06006301102,CRUT,0.1950,2006
06006301202,CRUT,0.3830,2006
06006301202,CRUT,-2.7400,2006
06006301202,CRUT,0.7860,2006
06006301402,CRUT,0.4550,2006
06006301402,CRUT,0.2940,2006
06006301402,CRUT,0.4670,2006
06006800102,CRUT,1.6400,2006
06006800102,CRUT,0.4270,2006
06006800102,CRUT,1.7100,2006
06006800102,CRUT,0.5940,2006
06006800102,CRUT,0.6680,2006
06007600302,CRUT,1.3500,2006
06007600302,CRUT,0.3700,2006
06007600302,CRUT,0.3580,2006
06007600302,CRUT,0.1680,2006
06007600302,CRUT,0.4140,2006
06007600402,CRUT,0.8680,2006
06007600402,CRUT,0.4340,2006
06007600402,CRUT,0.7820,2006
06007600402,CRUT,1.1700,2006
06007600402,CRUT,1.0900,2006
06007600502,CRUT,3.5600,2006
06007600502,CRUT,4.1400,2006
06007600502,CRUT,2.9200,2006
06007600502,CRUT,5.1100,2006
06007600502,CRUT,3.1200,2006
06007600602,CRUT,0.9930,2006
06007600602,CRUT,0.1410,2006
06007600602,CRUT,0.6780,2006
06007600602,CRUT,-0.1180,2006
06007600602,CRUT,1.1700,2006
06007600802,CRUT,1.7800,2006
06007600802,CRUT,2.6900,2006
06007600802,CRUT,2.6200,2006
06007600802,CRUT,3.0200,2006
06007600802,CRUT,3.1700,2006
06007601002,CRUT,0.8200,2006
06007601002,CRUT,0.7640,2006
06007601002,CRUT,0.2980,2006
06007601002,CRUT,0.3010,2006
06007601002,CRUT,0.8270,2006
06007601302,CRUT,0.2470,2006
06007601302,CRUT,0.7330,2006
06007601302,CRUT,0.3580,2006
06007601302,CRUT,0.1610,2006
06007601302,CRUT,0.2840,2006
06007601502,CRUT,-0.3550,2006
06007601502,CRUT,0.2200,2006
06007601502,CRUT,0.3950,2006
06007601502,CRUT,0.5870,2006
06007601502,CRUT,0.2190,2006
06007601602,CRUT,3.1300,2006
06007601602,CRUT,0.3340,2006
06007601602,CRUT,1.4100,2006
06007601602,CRUT,0.3230,2006
06007601602,CRUT,2.3700,2006
06007601702,CRUT,0.7730,2006
06007601702,CRUT,0.2410,2006
06007601702,CRUT,-0.3720,2006
06007601702,CRUT,-2.1400,2006
06007601702,CRUT,0.7980,2006
06007601802,CRUT,0.3900,2006
06007601802,CRUT,-0.1150,2006
06007601802,CRUT,0.4620,2006
06007601802,CRUT,0.4030,2006
06007601802,CRUT,0.6030,2006
06007601902,CRUT,0.1890,2006
06007601902,CRUT,-0.3290,2006
06007601902,CRUT,0.7970,2006
06007601902,CRUT,0.2050,2006
06007601902,CRUT,0.2040,2006
06007602202,CRUT,0.4860,2006
06007602202,CRUT,0.7690,2006
06007602202,CRUT,0.3730,2006
06007602202,CRUT,0.0143,2006
06007602202,CRUT,1.3100,2006
06007602302,CRUT,1.2700,2006
06007602302,CRUT,0.0631,2006
06007602302,CRUT,-0.0293,2006
06007602302,CRUT,-0.2130,2006
06007602302,CRUT,0.8630,2006
06007602402,CRUT,1.0000,2006
06007602402,CRUT,0.4620,2006
06007602402,CRUT,-0.1480,2006
06007602402,CRUT,0.3520,2006
06007602402,CRUT,0.9290,2006
06008000702,CRUT,0.3290,2006
06008000702,CRUT,0.4520,2006
06008200302,CRUT,-0.5450,2006
06008200302,CRUT,-0.0143,2006
06008300902,CRUT,-0.4180,2006
06008300902,CRUT,0.4810,2006
06008301802,CRUT,0.2530,2006
06008301902,CRUT,-0.5380,2006
06008301902,CRUT,2.1000,2006
06008301902,CRUT,0.4910,2006
06008301902,CRUT,1.4900,2006
06008301902,CRUT,1.0900,2006
06008301902,CRUT,2.6700,2006
06008301902,CRUT,0.9450,2006
06008310302,CRUT,0.5690,2006
06008310302,CRUT,0.8410,2006
06008310402,CRUT,-0.6930,2006
06008310402,CRUT,0.1820,2006
06008310402,CRUT,0.4420,2006
06008501402,CRUT,0.2650,2006
06008501402,CRUT,1.2600,2006
06008501402,CRUT,3.0200,2006
06008501402,CRUT,0.3500,2006
06008501402,CRUT,1.6200,2006
06008501402,CRUT,0.6820,2006
06008501402,CRUT,1.0600,2006
06009701102,CRUT,0.4210,2006
06009701802,CRUT,0.5070,2006
06010800102,CRUT,-0.3790,2006
06010800102,CRUT,0.7230,2006
06010800102,CRUT,0.3830,2006
06010800102,CRUT,0.0185,2006
06010800202,CRUT,-0.2150,2006
06010800202,CRUT,-0.0517,2006
06010800202,CRUT,0.1580,2006
06010800202,CRUT,-0.0851,2006
06011100102,CRUT,0.4980,2006
06011100102,CRUT,1.2100,2006
06011100102,CRUT,0.7670,2006
06011100102,CRUT,1.3800,2006
06011100302,CRUT,-0.6070,2006
06011100302,CRUT,0.5400,2006
06011100302,CRUT,0.2020,2006
06011100302,CRUT,-0.2030,2006
06011200302,CRUT,0.5550,2006
06011200302,CRUT,0.0005,2006
06011200302,CRUT,0.4990,2006
06011200302,CRUT,2.4800,2006
06011200602,CRUT,0.0631,2006
06011200602,CRUT,0.6630,2006
06011200602,CRUT,0.7170,2006
06011200602,CRUT,0.3960,2006
06011600102,CRUT,0.1630,2006
06011600102,CRUT,0.1790,2006
06011600102,CRUT,0.1000,2006
06011600102,CRUT,0.1370,2006
06011600502,CRUT,-0.5640,2006
06011600502,CRUT,0.4170,2006
06011600502,CRUT,0.0280,2006
06011600502,CRUT,-0.2400,2006
06011600602,CRUT,-0.2080,2006
06011600602,CRUT,0.5680,2006
06011600602,CRUT,-0.0228,2006
06011600602,CRUT,-0.2330,2006
06011700202,CRUT,0.7590,2006
06011700202,CRUT,0.8970,2006
06011700202,CRUT,0.5850,2006
06011700302,CRUT,0.5160,2006
06011700302,CRUT,0.4260,2006
06011700302,CRUT,0.5280,2006
06011700302,CRUT,0.0018,2006
06011800102,CRUT,-0.3240,2006
06011800102,CRUT,0.5700,2006
06011800102,CRUT,-0.0493,2006
06012900102,CRUT,0.4360,2006
06012900102,CRUT,0.0492,2006
06012900102,CRUT,0.6660,2006
06012900102,CRUT,0.3340,2006
06012900202,CRUT,0.1120,2006
06012900202,CRUT,-0.4140,2006
06012900202,CRUT,0.2900,2006
06012900202,CRUT,0.0092,2006
06012900502,CRUT,-0.0883,2006
06012900502,CRUT,0.5720,2006
06012900502,CRUT,0.3410,2006
06013000102,CRUT,-0.0900,2006
06013000102,CRUT,0.5850,2006
06013000102,CRUT,0.0229,2006
06013000102,CRUT,-0.5140,2006
06013300402,CRUT,1.6600,2006
06013300402,CRUT,0.2970,2006
06013300402,CRUT,1.0900,2006
06013300502,CRUT,0.3060,2006
06013300502,CRUT,0.2370,2006
06013300502,CRUT,0.1960,2006
06013300502,CRUT,0.5400,2006
06018000402,CRUT,0.2690,2006
06018000402,CRUT,0.6930,2006
06018000502,CRUT,0.4330,2006
06018000502,CRUT,-0.1730,2006
06018300202,CRUT,-0.3030,2006
06018300202,CRUT,0.3770,2006
08002100202,CRUT,0.9070,2006
08002100202,CRUT,1.4200,2006
08002100202,CRUT,0.7650,2006
08002100202,CRUT,0.1880,2006
08002200702,CRUT,-0.2070,2006
08002200702,CRUT,-0.0015,2006
08002200702,CRUT,0.9360,2006
08002201002,CRUT,0.8410,2006
08002201002,CRUT,0.1720,2006
08002201002,CRUT,0.0842,2006
08002201202,CRUT,0.9570,2006
08002201202,CRUT,0.6200,2006
08002201202,CRUT,1.6500,2006
08002201202,CRUT,0.7600,2006
08002201602,CRUT,0.0188,2006
08002201602,CRUT,0.1790,2006
08002201602,CRUT,0.1250,2006
08002201602,CRUT,0.6230,2006
08002201902,CRUT,1.2100,2006
08002201902,CRUT,-0.1390,2006
08002201902,CRUT,0.6120,2006
08002201902,CRUT,0.8980,2006
08002202002,CRUT,-0.3710,2006
08002202002,CRUT,1.1100,2006
08002202002,CRUT,0.7380,2006
08004000202,CRUT,-0.2990,2006
08004000202,CRUT,0.0636,2006
08004000202,CRUT,-0.0917,2006
08004000802,CRUT,-0.2770,2006
08004000802,CRUT,0.4830,2006
08004000802,CRUT,0.2150,2006
08004000802,CRUT,0.2250,2006
08005600102,CRUT,0.5410,2006
08005600102,CRUT,0.6860,2006
08005600102,CRUT,0.1950,2006
08005600102,CRUT,0.4640,2006
08005600202,CRUT,-0.1720,2006
08005600202,CRUT,-0.0304,2006
08005600202,CRUT,0.4560,2006
08005600202,CRUT,0.5500,2006
08005600302,CRUT,0.1600,2006
08005600302,CRUT,-0.2170,2006
08005600902,CRUT,-0.4250,2006
08005600902,CRUT,0.3600,2006
08005600902,CRUT,0.8830,2006
08005600902,CRUT,1.8900,2006
08005602002,CRUT,-0.2990,2006
08005602002,CRUT,-0.4720,2006
08005603502,CRUT,-0.3060,2006
08005603502,CRUT,0.5410,2006
08005603702,CRUT,0.0822,2006
08005603702,CRUT,0.7870,2006
08005603802,CRUT,0.0681,2006
08005603802,CRUT,0.4110,2006
08005603902,CRUT,-0.0658,2006
08005603902,CRUT,0.1870,2006
08005603902,CRUT,-0.0155,2006
08005603902,CRUT,0.3770,2006
08005604102,CRUT,-0.0658,2006
08005604102,CRUT,0.3240,2006
08007600102,CRUT,-2.5300,2006
08007600102,CRUT,0.5410,2006
08007600102,CRUT,0.1510,2006
08007600102,CRUT,-0.3470,2006
08007600202,CRUT,-0.4180,2006
08007600202,CRUT,0.5550,2006
08010300102,CRUT,1.5700,2006
08010300102,CRUT,0.7980,2006
08010300102,CRUT,0.3550,2006
08010700502,CRUT,0.3870,2006
08010700502,CRUT,0.2840,2006
08012300202,CRUT,0.8100,2006
08012300202,CRUT,0.5480,2006
08012303002,CRUT,1.4700,2006
08012303002,CRUT,0.5130,2006
08012303002,CRUT,0.6830,2006
08012303002,CRUT,0.4190,2006
08012303002,CRUT,0.2100,2006
08012304402,CRUT,0.7090,2006
08012304402,CRUT,0.1800,2006
08012305002,CRUT,-0.4510,2006
08012305002,CRUT,0.0131,2006
08012305102,CRUT,0.0276,2006
08012305102,CRUT,0.3400,2006
08012305102,CRUT,-0.0668,2006
08012305102,CRUT,0.1000,2006
08012305102,CRUT,0.1160,2006
08012305202,CRUT,1.0000,2006
08012305202,CRUT,0.4160,2006
08012305302,CRUT,-0.8750,2006
08012305302,CRUT,0.5130,2006
08012305302,CRUT,0.1760,2006
08012305302,CRUT,0.3980,2006
08012305302,CRUT,0.0726,2006
08012305402,CRUT,0.4050,2006
08012305402,CRUT,0.1030,2006
08012305602,CRUT,0.5620,2006
08012305602,CRUT,0.6390,2006
08012305702,CRUT,0.6080,2006
08012305702,CRUT,0.3810,2006
08012305802,CRUT,0.5890,2006
08012305802,CRUT,0.2840,2006
08012305902,CRUT,0.9670,2006
08012305902,CRUT,0.0826,2006
08013500302,CRUT,-0.6110,2006
08013500302,CRUT,0.8300,2006
08013500302,CRUT,0.6440,2006
08013500302,CRUT,0.4620,2006
08013500302,CRUT,-0.0071,2006
08013500502,CRUT,-0.3780,2006
08013500502,CRUT,-0.0955,2006
08013500502,CRUT,-0.4540,2006
08013500502,CRUT,-0.0003,2006
08013500502,CRUT,0.4130,2006
08013500602,CRUT,-0.1440,2006
08013500602,CRUT,-0.1240,2006
08013500602,CRUT,-0.0998,2006
08013500602,CRUT,-0.0003,2006
08013500602,CRUT,-0.2600,2006
09000100402,CRUT,0.9240,2006
09000100402,CRUT,-0.1220,2006
09000100502,CRUT,1.4500,2006
09000100502,CRUT,0.4770,2006
09000800502,CRUT,0.0877,2006
09000800502,CRUT,-0.6400,2006
09000800602,CRUT,0.1320,2006
09000800602,CRUT,-0.7360,2006
09000800702,CRUT,-0.0150,2006
09000800702,CRUT,-0.4250,2006
09000902402,CRUT,0.0547,2006
09000902402,CRUT,0.8030,2006
09000902402,CRUT,0.3690,2006
10000100302,CRUT,4.1000,2006
10000100302,CRUT,1.3400,2006
10000200202,CRUT,1.9300,2006
10000200202,CRUT,1.3400,2006
11000100502,CRUT,0.0488,2006
11000100502,CRUT,1.2800,2006
11000100502,CRUT,0.5720,2006
11000100502,CRUT,0.5880,2006
11000100702,CRUT,0.1410,2006
11000100702,CRUT,0.2390,2006
11000100702,CRUT,0.4990,2006
11000100702,CRUT,0.5500,2006
12000200402,CRUT,1.3800,2006
12000200402,CRUT,0.4220,2006
12000200502,CRUT,-0.0597,2006
12000200502,CRUT,0.2240,2006
12000200802,CRUT,0.5760,2006
12000200802,CRUT,4.7100,2006
12000400102,CRUT,0.7480,2006
12000400102,CRUT,0.1280,2006
12000400202,CRUT,0.1330,2006
12000400202,CRUT,0.5440,2006
12001700102,CRUT,0.6190,2006
12001700102,CRUT,0.0638,2006
12001700402,CRUT,0.2690,2006
12001700402,CRUT,0.5580,2006
12003100102,CRUT,0.3190,2006
12003100102,CRUT,0.5150,2006
12003300102,CRUT,1.1200,2006
12003300102,CRUT,0.3360,2006
12003400102,CRUT,1.9300,2006
12003400102,CRUT,0.4510,2006
12007300302,CRUT,0.2060,2006
12007300302,CRUT,0.4460,2006
12007300302,CRUT,0.5930,2006
12007300302,CRUT,-0.0329,2006
12007300802,CRUT,-0.0225,2006
12007300802,CRUT,-0.0170,2006
12007300802,CRUT,0.2600,2006
12007300802,CRUT,0.6120,2006
12007301102,CRUT,0.0702,2006
12007301102,CRUT,2.1600,2006
12007301102,CRUT,1.1000,2006
12007301102,CRUT,-0.0859,2006
12007301502,CRUT,0.0488,2006
12007301502,CRUT,0.5650,2006
12007301502,CRUT,0.8690,2006
12007301502,CRUT,0.4750,2006
12008000102,CRUT,1.1600,2006
12008000102,CRUT,0.9600,2006
12008000102,CRUT,0.4340,2006
12008000102,CRUT,0.9680,2006
12008600102,CRUT,0.6980,2006
12008600102,CRUT,1.1800,2006
12008600102,CRUT,0.7240,2006
12008600102,CRUT,1.2200,2006
12008600202,CRUT,0.0488,2006
12008600202,CRUT,-0.0244,2006
12008600202,CRUT,0.2240,2006
12008600202,CRUT,1.2600,2006
12008600302,CRUT,1.0500,2006
12008600302,CRUT,-0.0170,2006
12008600302,CRUT,-0.6170,2006
12008600302,CRUT,0.4140,2006
12008600402,CRUT,-0.2010,2006
12008600402,CRUT,0.3110,2006
12008600402,CRUT,-0.1170,2006
12008600402,CRUT,-0.4350,2006
16001800202,CRUT,1.1100,2006
16001800202,CRUT,0.8950,2006
16002700102,CRUT,1.4900,2006
16002700102,CRUT,0.2270,2006
16003000302,CRUT,1.2900,2006
16003000302,CRUT,0.7190,2006
16003200102,CRUT,1.0900,2006
16003200102,CRUT,0.1240,2006
16003200202,CRUT,2.8600,2006
16003200202,CRUT,1.0300,2006
16006300202,CRUT,0.2140,2006
16006300202,CRUT,1.1200,2006
16006300202,CRUT,1.0400,2006
16006300202,CRUT,0.8290,2006
16007200102,CRUT,0.3770,2006
16007200102,CRUT,0.4690,2006
16007200102,CRUT,0.7810,2006
16007200102,CRUT,1.6700,2006
16008700502,CRUT,0.3200,2006
16008700502,CRUT,2.8300,2006
16008700502,CRUT,0.5040,2006
16008700502,CRUT,1.5400,2006
16008700602,CRUT,-0.3930,2006
16008700602,CRUT,0.3880,2006
16008700602,CRUT,0.1700,2006
16008700602,CRUT,0.5660,2006
16008701002,CRUT,1.3000,2006
16008701002,CRUT,1.2500,2006
16008701002,CRUT,0.8910,2006
16008701002,CRUT,2.4100,2006
16008701502,CRUT,-0.3720,2006
16008701502,CRUT,1.4800,2006
16008701502,CRUT,0.6300,2006
16008701502,CRUT,3.5800,2006
16009700402,CRUT,0.3970,2006
16009700502,CRUT,0.6720,2006
16009700802,CRUT,0.8960,2006
16009900102,CRUT,0.3610,2006
16009900102,CRUT,0.0172,2006
16010900702,CRUT,-0.1420,2006
16010900802,CRUT,-0.1440,2006
16010900802,CRUT,-0.1250,2006
16010901002,CRUT,0.5950,2006
16012401102,CRUT,-0.0746,2006
16012401102,CRUT,0.6050,2006
16012401302,CRUT,-0.5310,2006
16012401302,CRUT,0.3930,2006
16012401402,CRUT,0.4490,2006
16015900302,CRUT,-0.0597,2006
16015900302,CRUT,0.2290,2006
16015900302,CRUT,0.4690,2006
16015901002,CRUT,-1.0300,2006
16016400102,CRUT,-0.1790,2006
16016400102,CRUT,0.8560,2006
16016400102,CRUT,0.4250,2006
16018400902,CRUT,-0.1740,2006
16018400902,CRUT,0.5140,2006
16018400902,CRUT,-0.0150,2006
16018400902,CRUT,-0.2530,2006
16018401002,CRUT,0.1520,2006
16018401002,CRUT,0.9540,2006
16018401002,CRUT,0.3070,2006
16018401002,CRUT,0.5950,2006
16018401202,CRUT,0.2920,2006
16018401202,CRUT,0.6710,2006
16018401202,CRUT,0.2640,2006
16018401202,CRUT,0.0483,2006
16018401502,CRUT,-0.4040,2006
16018401502,CRUT,-0.4790,2006
16018401502,CRUT,0.4940,2006
16018401502,CRUT,0.5670,2006
16018401602,CRUT,-0.1570,2006
16018401602,CRUT,-0.0955,2006
16018401602,CRUT,0.2930,2006
16018401602,CRUT,0.0623,2006
16018402402,CRUT,0.4160,2006
16018402402,CRUT,3.1800,2006
16018402402,CRUT,0.5650,2006
16018402402,CRUT,0.2510,2006
16018402902,CRUT,0.1500,2006
16018402902,CRUT,0.4250,2006
16018402902,CRUT,0.4430,2006
16018402902,CRUT,0.6230,2006
16018403202,CRUT,0.6280,2006
16018403202,CRUT,0.5590,2006
16018403202,CRUT,0.8450,2006
16018403202,CRUT,0.5530,2006
16018403502,CRUT,-0.0495,2006
16018403502,CRUT,1.3600,2006
16018403502,CRUT,9.4800,2006
16018403502,CRUT,1.1700,2006
16018403502,CRUT,0.9310,2006
16018403502,CRUT,1.2500,2006
16018403502,CRUT,4.0700,2006
16018403502,CRUT,0.9090,2006
16018403502,CRUT,66.6000,2006
16018403602,CRUT,-0.0971,2006
16018403602,CRUT,0.2730,2006
16018403602,CRUT,0.2290,2006
16018403602,CRUT,-0.4420,2006
16018403702,CRUT,-0.2020,2006
16018403702,CRUT,0.1210,2006
16018403702,CRUT,0.5800,2006
16018403702,CRUT,-0.1410,2006
16018403802,CRUT,-0.3060,2006
16018403802,CRUT,0.5810,2006
16018403802,CRUT,0.0137,2006
16018403802,CRUT,0.6230,2006
16018403902,CRUT,0.2690,2006
16018403902,CRUT,0.3380,2006
16018403902,CRUT,0.9810,2006
16018403902,CRUT,-0.3930,2006
16018404402,CRUT,0.0744,2006
16018404402,CRUT,0.7550,2006
16018404402,CRUT,0.6660,2006
16018404402,CRUT,0.2300,2006
16018405102,CRUT,0.1420,2006
16018405102,CRUT,0.0202,2006
16018405102,CRUT,-0.1650,2006
16018405102,CRUT,0.4830,2006
16018407702,CRUT,-0.0821,2006
16018407702,CRUT,-0.0810,2006
16018407702,CRUT,0.3360,2006
16018407702,CRUT,0.0413,2006
16018409102,CRUT,-0.3660,2006
16018409102,CRUT,0.4110,2006
16018409102,CRUT,0.2360,2006
16018409102,CRUT,0.0693,2006
16018409202,CRUT,0.6950,2006
16018409202,CRUT,0.8910,2006
16018409202,CRUT,1.2100,2006
16018409202,CRUT,0.7140,2006
16018409302,CRUT,0.4230,2006
16018409302,CRUT,0.9980,2006
16018409302,CRUT,0.8590,2006
16018409302,CRUT,0.8890,2006
16018409502,CRUT,0.0278,2006
16018409502,CRUT,0.6550,2006
16018409502,CRUT,1.8300,2006
16018409502,CRUT,0.4620,2006
16018409602,CRUT,0.5710,2006
16018409602,CRUT,1.6000,2006
16018409602,CRUT,0.6940,2006
16018409602,CRUT,0.8190,2006
16018409902,CRUT,0.2020,2006
16018409902,CRUT,0.2880,2006
16018409902,CRUT,0.4720,2006
16018409902,CRUT,-0.1480,2006
16018410002,CRUT,-0.4340,2006
16018410002,CRUT,0.5190,2006
16018410002,CRUT,0.9660,2006
16018410002,CRUT,-0.4840,2006
16018410102,CRUT,-0.0896,2006
16018410102,CRUT,0.5140,2006
16018410102,CRUT,1.8300,2006
16018410102,CRUT,0.3140,2006
16018410202,CRUT,-0.0671,2006
16018410202,CRUT,0.5630,2006
16018410202,CRUT,0.8230,2006
16018410202,CRUT,-0.1340,2006
16018410302,CRUT,0.0525,2006
16018410302,CRUT,-0.1240,2006
16018410302,CRUT,0.7440,2006
16018410302,CRUT,-0.4980,2006
16018410402,CRUT,-0.0148,2006
16018410402,CRUT,0.4110,2006
16018410402,CRUT,0.0065,2006
16018410402,CRUT,-0.4070,2006
16018410602,CRUT,0.4000,2006
16018410602,CRUT,0.9020,2006
16018410602,CRUT,-0.1440,2006
16018410602,CRUT,-0.2530,2006
